,returned,order_id,region
524,Yes,ES-2014-SV2093545-41674,Western Europe
525,Yes,KZ-2015-RM975068-42228,Central Asia
526,Yes,KG-2015-RH955570-42340,Central Asia
527,Yes,IT-2015-JS1603045-42229,Western Europe
528,Yes,CA-2015-LW16990140-42336,Western US
529,Yes,IN-2015-SS2059059-42236,Southeastern Asia
530,Yes,IN-2012-LH1715559-40968,Southeastern Asia
531,Yes,US-2015-TT21220140-42186,Western US
532,Yes,SF-2015-RS9765117-42224,Southern Africa
533,Yes,ID-2014-JF153557-41649,Oceania
534,Yes,IT-2014-CA12310139-41961,Northern Europe
535,Yes,ES-2015-SL2015545-42335,Western Europe
536,Yes,IT-2014-DB1312091-41894,Western Europe
537,Yes,IT-2015-DB13555139-42063,Northern Europe
538,Yes,CA-2012-DB13360140-41231,Western US
539,Yes,CA-2013-NW18400140-41599,Western US
540,Yes,MX-2013-TB2128039-41278,Central America
541,Yes,ES-2012-JC1577548-41195,Western Europe
542,Yes,ES-2012-KB162408-41191,Western Europe
543,Yes,IN-2014-VF2171527-41819,Eastern Asia
544,Yes,MO-2015-AB60086-42173,North Africa
545,Yes,ID-2012-LH1715592-41091,Oceania
546,Yes,ES-2014-BP11230139-41970,Northern Europe
547,Yes,IN-2015-DF1313559-42360,Southeastern Asia
548,Yes,ES-2015-DK13375139-42082,Northern Europe
549,Yes,US-2015-RM197505-42122,South America
550,Yes,CA-2015-EH14125140-42035,Western US
551,Yes,IN-2013-DR12880144-41384,Southeastern Asia
552,Yes,IN-2015-RH196007-42179,Oceania
553,Yes,ES-2015-JW152208-42033,Western Europe
554,Yes,CA-2013-GB14530140-41583,Southern US
555,Yes,IN-2015-NK1849058-42154,Southern Asia
556,Yes,CA-2015-TD20995140-42118,Eastern US
557,Yes,MX-2014-JR1570039-41955,Central America
558,Yes,ID-2014-TB21280130-41884,Southeastern Asia
559,Yes,NG-2013-NB858094-41469,Western Africa
560,Yes,CA-2015-EP13915140-42316,Eastern US
561,Yes,ID-2015-JC1538592-42039,Oceania
562,Yes,ES-2014-AH10585139-41920,Northern Europe
563,Yes,MX-2015-CR1273051-42262,Central America
564,Yes,ES-2012-AB1016545-40957,Western Europe
565,Yes,ES-2014-AG1039045-41685,Western Europe
566,Yes,GG-2012-BS159047-41184,Western Asia
567,Yes,IN-2014-DW131957-41982,Oceania
568,Yes,IT-2014-BS1166562-41864,Northern Europe
569,Yes,IN-2013-MY1738058-41545,Southern Asia
570,Yes,MX-2012-KD1634518-40977,South America
571,Yes,IT-2013-CA1205591-41545,Western Europe
572,Yes,CA-2013-NF847523-41549,Western Canada
573,Yes,CA-2015-SG20605140-42120,Western US
574,Yes,US-2015-FW1439518-42306,South America
575,Yes,SG-2015-BE1410111-42348,Western Africa
576,Yes,CA-2015-LT17110140-42335,Eastern US
577,Yes,US-2013-AB10105101-41446,South America
578,Yes,SO-2014-GM4455116-41984,Eastern Africa
579,Yes,ES-2015-NH1861048-42299,Western Europe
580,Yes,CA-2013-AH10690140-41639,Central US
581,Yes,ML-2013-GW460579-41403,Western Africa
582,Yes,PL-2013-JF5190103-41443,Eastern Europe
583,Yes,ID-2013-TC2114527-41594,Eastern Asia
584,Yes,CA-2013-ES14020140-41384,Central US
585,Yes,IN-2012-SC2057559-41146,Southeastern Asia
586,Yes,CA-2013-SJ20215140-41461,Western US
587,Yes,ES-2015-PC1900045-42227,Western Europe
588,Yes,US-2013-KA1652582-41360,Central America
589,Yes,IZ-2015-JM525061-42235,Western Asia
590,Yes,MA-2012-TZ1144577-41037,Eastern Africa
591,Yes,US-2013-CD1198055-41594,Central America
592,Yes,IT-2015-JK1609048-42097,Western Europe
593,Yes,ES-2013-CS1225048-41579,Western Europe
594,Yes,CA-2014-BC11125140-41846,Western US
595,Yes,MX-2015-CM1211528-42296,South America
596,Yes,ES-2015-AM10705120-42213,Southern Europe
597,Yes,US-2013-LB1679555-41462,Central America
598,Yes,CA-2012-KN16390140-41244,Eastern US
599,Yes,MO-2015-LA678086-42168,North Africa
600,Yes,CA-2015-GM14455140-42353,Central US
601,Yes,ES-2012-DM1295548-41100,Western Europe
602,Yes,MX-2012-DM1301593-40971,Central America
603,Yes,IN-2014-HM1486092-41679,Oceania
604,Yes,ID-2015-SS205907-42361,Oceania
605,Yes,IT-2013-GT14710125-41392,Western Europe
606,Yes,ID-2015-MG1768092-42032,Oceania
607,Yes,IN-2015-VP2173058-42024,Southern Asia
608,Yes,ES-2013-HG14965120-41571,Southern Europe
609,Yes,IR-2012-JF529560-40988,Southern Asia
610,Yes,US-2014-KD16495140-41976,Western US
611,Yes,MX-2015-FG142605-42318,South America
612,Yes,ES-2012-SV20365120-41132,Southern Europe
613,Yes,US-2014-DL12925101-41646,South America
614,Yes,NI-2012-DV304595-41121,Western Africa
615,Yes,ES-2013-GT1475545-41597,Western Europe
616,Yes,ID-2014-CK1220527-41948,Eastern Asia
617,Yes,ES-2013-PB18805120-41591,Southern Europe
618,Yes,EG-2012-MC727538-41130,North Africa
619,Yes,IN-2013-AM1070527-41535,Eastern Asia
620,Yes,ES-2012-JH16180139-41090,Northern Europe
621,Yes,ID-2013-TM210107-41492,Oceania
622,Yes,ID-2015-CJ1187597-42147,Southern Asia
623,Yes,ES-2014-TS2116045-41817,Western Europe
624,Yes,CA-2014-ES14080140-41737,Eastern US
625,Yes,US-2015-GT1471055-42299,Central America
626,Yes,IN-2014-PW1903058-41999,Southern Asia
627,Yes,ID-2012-NB1858092-41241,Oceania
628,Yes,IN-2014-TS211607-41875,Oceania
629,Yes,IN-2013-RH195107-41573,Oceania
630,Yes,US-2015-JH1543055-42328,Central America
631,Yes,US-2014-PK19075140-41907,Eastern US
632,Yes,IN-2013-MG176957-41542,Oceania
633,Yes,IR-2013-PK891060-41342,Southern Asia
634,Yes,MX-2014-ML1775593-41795,Central America
635,Yes,IT-2014-VP2173048-41990,Western Europe
636,Yes,CA-2013-LS17245140-41629,Southern US
637,Yes,ES-2012-BM1178545-41144,Western Europe
638,Yes,PL-2012-LL6840103-41137,Eastern Europe
639,Yes,IN-2014-SC205757-41662,Oceania
640,Yes,CA-2012-RP19270140-41200,Western US
641,Yes,SF-2013-KN6390117-41614,Southern Africa
642,Yes,MX-2015-DA1345051-42180,Central America
643,Yes,CA-2013-BM11575140-41532,Eastern US
644,Yes,CA-2015-JC16105140-42301,Eastern US
645,Yes,NI-2012-SP1086095-41090,Western Africa
646,Yes,IT-2012-RS1987091-41200,Western Europe
647,Yes,CA-2013-SM20950140-41627,Central US
648,Yes,ES-2014-AS1009045-41885,Western Europe
649,Yes,MX-2014-SK1999082-41922,Central America
650,Yes,IT-2013-VW2177545-41580,Western Europe
651,Yes,ES-2012-AI1085548-41187,Western Europe
652,Yes,CA-2014-NZ18565140-41964,Eastern US
653,Yes,ES-2015-ES1402045-42032,Western Europe
654,Yes,SA-2012-LC6870110-41121,Western Asia
655,Yes,ES-2012-KN16705120-41257,Southern Europe
656,Yes,TU-2015-EN3780134-42164,Western Asia
657,Yes,CA-2013-MS17365140-41632,Western US
658,Yes,MX-2013-JC1538528-41574,South America
659,Yes,RW-2015-BG1740109-42353,Eastern Africa
660,Yes,MX-2015-EL1373536-42278,Caribbean
661,Yes,ES-2012-JK1564048-41191,Western Europe
662,Yes,IN-2015-JH159857-42221,Oceania
663,Yes,CA-2012-ML17395140-41194,Eastern US
664,Yes,IR-2013-CM193560-41296,Southern Asia
665,Yes,MX-2015-BD1172537-42330,South America
666,Yes,ES-2013-BE1133564-41387,Southern Europe
667,Yes,IT-2015-Dl1360048-42209,Western Europe
668,Yes,CA-2012-RB19435140-41236,Central US
669,Yes,IR-2015-JD615060-42186,Southern Asia
670,Yes,ID-2014-AG1076527-41872,Eastern Asia
671,Yes,MX-2013-JM156555-41549,South America
672,Yes,IT-2013-DK1298564-41618,Southern Europe
673,Yes,US-2014-MH1811554-41900,Caribbean
674,Yes,IN-2013-MS17710113-41495,Southeastern Asia
675,Yes,ID-2014-KB16600144-41986,Southeastern Asia
676,Yes,ES-2014-SC2002045-41790,Western Europe
677,Yes,CA-2012-LE16810140-41258,Southern US
678,Yes,CA-2015-DM13345140-42347,Western US
679,Yes,CA-2014-BC11125140-41864,Eastern US
680,Yes,IN-2013-NP186707-41474,Oceania
681,Yes,TU-2014-JW5220134-41755,Western Asia
682,Yes,CA-2014-RD19810140-41798,Eastern US
683,Yes,IN-2015-JD1589558-42288,Southern Asia
684,Yes,US-2014-VM21835140-41772,Western US
685,Yes,MX-2013-EH1412555-41276,Central America
686,Yes,EZ-2012-PS904532-41150,Eastern Europe
687,Yes,CA-2013-JD15895140-41620,Western US
688,Yes,CA-2014-BD11620140-41707,Eastern US
689,Yes,CA-2014-JH15985140-41888,Western US
690,Yes,ES-2015-PO18850139-42264,Northern Europe
691,Yes,CG-2015-PV898533-42225,Central Africa
692,Yes,MX-2013-CD1279082-41521,Central America
693,Yes,US-2012-DK1283536-40939,Caribbean
694,Yes,SF-2013-PF9165117-41490,Southern Africa
695,Yes,MX-2014-ES1402082-41929,Central America
696,Yes,IT-2015-RB19570120-42181,Southern Europe
697,Yes,CA-2014-TZ1144523-41985,Eastern Canada
698,Yes,RS-2015-BP1230108-42132,Eastern Europe
699,Yes,CA-2015-SR20425140-42361,Southern US
700,Yes,CA-2013-JK16120140-41551,Eastern US
701,Yes,IN-2014-LM1706566-41893,Eastern Asia
702,Yes,CA-2014-ON18715140-41710,Central US
703,Yes,US-2014-RB19570140-41886,Central US
704,Yes,MX-2014-TG216405-41952,South America
705,Yes,US-2015-LR1691518-42180,South America
706,Yes,NI-2015-MK790595-42144,Western Africa
707,Yes,UP-2014-LL6840137-41670,Eastern Europe
708,Yes,ES-2015-LT1711045-42025,Western Europe
709,Yes,TU-2012-FG4260134-41177,Western Asia
710,Yes,IT-2014-AT1043591-41795,Western Europe
711,Yes,CA-2015-JF15415140-42367,Eastern US
712,Yes,IT-2012-RD19930120-41222,Southern Europe
713,Yes,IR-2014-BD162060-41820,Southern Asia
714,Yes,ES-2015-CM1223545-42327,Western Europe
715,Yes,MX-2015-MS1798028-42300,South America
716,Yes,UP-2015-RK9300137-42341,Eastern Europe
717,Yes,CA-2015-MA17560140-42298,Eastern US
718,Yes,US-2013-HD1478555-41565,Central America
719,Yes,MX-2013-BS1136536-41595,Caribbean
720,Yes,CA-2012-RH19495140-41143,Eastern US
721,Yes,ET-2014-SV1081543-41814,Eastern Africa
722,Yes,MX-2013-AP1091536-41528,Caribbean
723,Yes,MX-2015-RH1951082-42262,Central America
724,Yes,CA-2013-JC16105140-41520,Southern US
725,Yes,ES-2012-MP1817564-41187,Southern Europe
726,Yes,US-2013-RR19525140-41613,Southern US
727,Yes,ES-2013-GT14710139-41614,Northern Europe
728,Yes,EK-2014-EP391540-41947,Central Africa
729,Yes,ID-2012-TC2129527-41137,Eastern Asia
730,Yes,MX-2014-TM2149039-41923,Central America
731,Yes,TU-2015-EB3840134-42326,Western Asia
732,Yes,MX-2013-DW1348051-41548,Central America
733,Yes,US-2014-GK14620101-41744,South America
734,Yes,MX-2012-PF1912028-41059,South America
735,Yes,IZ-2013-GZ454561-41314,Western Asia
736,Yes,CA-2015-SC20380140-42039,Southern US
737,Yes,IN-2015-BS11590102-42287,Southeastern Asia
738,Yes,MX-2012-MF1766582-41174,Central America
739,Yes,TU-2015-CS1860134-42042,Western Asia
740,Yes,MX-2013-SS2059093-41565,Central America
741,Yes,MX-2015-PR1888018-42153,South America
742,Yes,PL-2014-BM1650103-41888,Eastern Europe
743,Yes,CA-2015-DK13090140-42279,Central US
744,Yes,ID-2014-RB19330102-41767,Southeastern Asia
745,Yes,MX-2013-RW1963082-41528,Central America
746,Yes,IT-2012-BD1172591-40992,Western Europe
747,Yes,TU-2015-SW10350134-42024,Western Asia
748,Yes,US-2014-SG2008055-41769,Central America
749,Yes,ES-2012-AR104058-41127,Western Europe
750,Yes,CG-2015-DW358533-42341,Central Africa
751,Yes,CA-2012-HP14815140-41236,Southern US
752,Yes,ID-2013-AS1022559-41392,Southeastern Asia
753,Yes,PL-2015-ML8265103-42252,Eastern Europe
754,Yes,ES-2014-BD1132048-41992,Western Europe
755,Yes,CA-2015-JH15430140-42329,Southern US
756,Yes,CA-2015-NG18355140-42235,Eastern US
757,Yes,MX-2012-MM1805531-40978,Caribbean
758,Yes,ES-2013-EH14125120-41573,Southern Europe
759,Yes,ES-2015-BM1157545-42276,Western Europe
760,Yes,ES-2015-CB1202545-42041,Western Europe
761,Yes,IT-2014-AP1091564-41896,Southern Europe
762,Yes,ES-2012-AG1049564-41254,Southern Europe
763,Yes,ID-2013-GZ14545130-41605,Southeastern Asia
764,Yes,IN-2015-LH171557-42294,Oceania
765,Yes,US-2015-PN18775140-42339,Southern US
766,Yes,ID-2015-GD1459092-42144,Oceania
767,Yes,IN-2014-IM1507058-41812,Southern Asia
768,Yes,US-2012-JW1595555-41073,Central America
769,Yes,MX-2014-AG1076539-41887,Central America
770,Yes,ES-2015-LD1685548-42185,Western Europe
771,Yes,US-2012-CW1190536-41241,Caribbean
772,Yes,ID-2015-GM1445592-42334,Oceania
773,Yes,EG-2013-VG1179038-41590,North Africa
774,Yes,CA-2015-PN18775140-42120,Southern US
775,Yes,ID-2012-RB193307-41261,Oceania
776,Yes,CA-2015-AG10675140-42272,Southern US
777,Yes,EN-2015-MC760542-42174,Northern Europe
778,Yes,US-2014-MG1814555-41928,Central America
779,Yes,CA-2015-RB19795140-42138,Western US
780,Yes,IR-2014-DL286560-41950,Southern Asia
781,Yes,CA-2015-PK19075140-42316,Eastern US
782,Yes,ES-2014-EJ1415545-41901,Western Europe
783,Yes,ES-2014-EB1397564-41814,Southern Europe
784,Yes,MX-2012-JL1517582-41163,Central America
785,Yes,ES-2014-CP12340120-41738,Southern Europe
786,Yes,US-2015-SC2084582-42125,Central America
787,Yes,TU-2013-AH585134-41367,Western Asia
788,Yes,CA-2014-BM11575140-41964,Western US
789,Yes,SI-2014-TC10980115-41955,Southern Europe
790,Yes,ES-2012-VG2180548-41175,Western Europe
791,Yes,MX-2014-Dp1324082-41960,Central America
792,Yes,IN-2015-MH1744027-42025,Eastern Asia
793,Yes,IN-2015-TW2102578-42063,Southeastern Asia
794,Yes,IT-2015-FO1430564-42342,Southern Europe
795,Yes,BO-2015-MS798013-42091,Eastern Europe
796,Yes,CA-2012-ZC21910140-41271,Central US
797,Yes,ES-2012-AJ1094545-41239,Western Europe
798,Yes,US-2015-RL19615140-42147,Western US
799,Yes,NI-2012-SN1056095-41065,Western Africa
800,Yes,CA-2014-EH13945140-41655,Western US
801,Yes,MX-2013-JP1552082-41440,Central America
802,Yes,IN-2015-CR126257-42046,Oceania
803,Yes,IN-2014-OT187307-41944,Oceania
804,Yes,MX-2013-MC1759039-41577,Central America
805,Yes,MX-2012-BF1127582-41039,Central America
806,Yes,TU-2014-EG3900134-41794,Western Asia
807,Yes,CA-2013-TC21535140-41536,Southern US
808,Yes,US-2015-EB1397518-42304,South America
809,Yes,ES-2015-JK1564064-42297,Southern Europe
810,Yes,EG-2015-RM937538-42360,North Africa
811,Yes,MX-2014-PO1886593-41642,Central America
812,Yes,SA-2015-BB990110-42291,Western Asia
813,Yes,US-2012-TS2108536-41070,Caribbean
814,Yes,EG-2013-FA423038-41534,North Africa
815,Yes,ES-2013-SC20305139-41480,Northern Europe
816,Yes,CA-2013-BP11095140-41481,Western US
817,Yes,MO-2013-JW607586-41520,North Africa
818,Yes,ID-2015-NP18685102-42224,Southeastern Asia
819,Yes,ES-2015-JC16105139-42173,Northern Europe
820,Yes,US-2015-RH1955518-42079,South America
821,Yes,CA-2014-WB21850140-41654,Eastern US
822,Yes,IN-2013-SW202757-41585,Oceania
823,Yes,MX-2013-SC2077018-41329,South America
824,Yes,CA-2015-HM14980140-42122,Western US
825,Yes,IR-2012-DV304560-40929,Southern Asia
826,Yes,MX-2013-EJ1415516-41465,South America
827,Yes,CA-2012-EJ13720140-41258,Central US
828,Yes,CA-2015-SC20305140-42245,Central US
829,Yes,IS-2013-MY829563-41460,Western Asia
830,Yes,ID-2015-LS172007-42133,Oceania
831,Yes,MX-2012-BT1130582-41158,Central America
832,Yes,ES-2015-CL1189064-42356,Southern Europe
833,Yes,CA-2014-JG15160140-41910,Southern US
834,Yes,ID-2014-MP1747059-41709,Southeastern Asia
835,Yes,SA-2013-GM4680110-41328,Western Asia
836,Yes,MX-2012-TZ2158093-40955,Central America
837,Yes,CA-2012-RB19645140-41143,Western US
838,Yes,CA-2012-IM15055140-40932,Western US
839,Yes,IN-2015-BK1126027-42341,Eastern Asia
840,Yes,US-2015-DB1355598-42119,Central America
841,Yes,MX-2012-AW1093031-40912,Caribbean
842,Yes,MX-2014-HE1480082-41851,Central America
843,Yes,US-2013-ON18715140-41411,Central US
844,Yes,MX-2012-AH1046539-41185,Central America
845,Yes,TU-2012-FH4365134-41121,Western Asia
846,Yes,ID-2013-RW1954097-41476,Southern Asia
847,Yes,CA-2014-AM10360140-41837,Central US
848,Yes,CA-2013-FC14335140-41409,Eastern US
849,Yes,IN-2015-IG1508566-42228,Eastern Asia
850,Yes,IT-2014-EK1379591-41771,Western Europe
851,Yes,ID-2015-TC2129559-42223,Southeastern Asia
852,Yes,CA-2014-BD11620140-41999,Eastern US
853,Yes,CA-2014-RD19900140-41960,Western US
854,Yes,ID-2012-TH21100118-41125,Eastern Asia
855,Yes,IZ-2014-CA205561-41816,Western Asia
856,Yes,CA-2013-TC21475140-41391,Western US
857,Yes,AG-2014-RD95853-41712,North Africa
858,Yes,ID-2012-JE1574559-41234,Southeastern Asia
859,Yes,CA-2014-TS21160140-41702,Western US
860,Yes,MX-2015-DK1289526-42090,South America
861,Yes,CA-2013-GB14530140-41528,Western US
862,Yes,IN-2015-RD1948011-42109,Southern Asia
863,Yes,ID-2015-RM197507-42129,Oceania
864,Yes,US-2013-PT1909018-41418,South America
865,Yes,CA-2014-AS10045140-41727,Southern US
866,Yes,ES-2013-CS1246064-41368,Southern Europe
867,Yes,MX-2015-SZ2003536-42216,Caribbean
868,Yes,SF-2013-BD1620117-41376,Southern Africa
869,Yes,TU-2013-DL2925134-41534,Western Asia
870,Yes,IN-2015-DB13660102-42089,Southeastern Asia
871,Yes,MX-2015-KC1625582-42259,Central America
872,Yes,EG-2014-SB1018538-41944,North Africa
873,Yes,ES-2015-NM18445139-42218,Northern Europe
874,Yes,CM-2012-SC1068022-41009,Central Africa
875,Yes,CA-2014-TB21280140-41786,Eastern US
876,Yes,ES-2012-AB1060064-40927,Southern Europe
877,Yes,MX-2013-JC1534082-41392,Central America
878,Yes,MX-2014-CG1204031-41977,Caribbean
879,Yes,UP-2014-CR2580137-41922,Eastern Europe
880,Yes,NI-2015-JG516095-42235,Western Africa
881,Yes,MX-2014-HP1481582-41709,Central America
882,Yes,IN-2015-DK1289559-42281,Southeastern Asia
883,Yes,ES-2014-SJ2021548-41998,Western Europe
884,Yes,IN-2014-BS1159027-42000,Eastern Asia
885,Yes,US-2013-GM14500101-41366,South America
886,Yes,IN-2013-KM1666059-41574,Southeastern Asia
887,Yes,ID-2014-RP1927059-41918,Southeastern Asia
888,Yes,IN-2015-AS102857-42217,Oceania
889,Yes,US-2013-EJ1372018-41628,South America
890,Yes,IN-2015-CR128207-42270,Oceania
891,Yes,US-2014-FO14305140-41944,Southern US
892,Yes,SF-2012-CC2685117-41263,Southern Africa
893,Yes,IT-2012-NF18385139-41237,Northern Europe
894,Yes,CA-2015-EB13705140-42321,Eastern US
895,Yes,US-2014-JE1574555-41971,Central America
896,Yes,ES-2013-TB2162548-41374,Western Europe
897,Yes,CA-2015-JS594023-42346,Eastern Canada
898,Yes,IN-2015-MH1811592-42116,Oceania
899,Yes,US-2013-MA1799536-41346,Caribbean
900,Yes,IN-2012-JM15265144-41031,Southeastern Asia
901,Yes,CA-2012-JG15115140-41189,Southern US
902,Yes,US-2015-CG1252055-42316,Central America
903,Yes,MX-2014-RR1931526-41951,South America
904,Yes,CA-2014-CK12595140-41711,Eastern US
905,Yes,MX-2014-DM1295598-41807,Central America
906,Yes,MX-2012-BS1159039-41175,Central America
907,Yes,MX-2012-DS1318018-41081,South America
908,Yes,TU-2015-CS2355134-42101,Western Asia
909,Yes,ID-2014-EB1397559-41919,Southeastern Asia
910,Yes,IN-2014-AC1061558-41808,Southern Asia
911,Yes,EG-2012-NM844538-41002,North Africa
912,Yes,ES-2014-RB1964545-41859,Western Europe
913,Yes,IN-2015-MA17995121-42230,Southern Asia
914,Yes,NI-2013-EH376595-41500,Western Africa
915,Yes,IR-2015-BD162060-42252,Southern Asia
916,Yes,IN-2014-PB19210130-41872,Southeastern Asia
917,Yes,IN-2015-AA1031558-42361,Southern Asia
918,Yes,TZ-2015-BM1785129-42285,Eastern Africa
919,Yes,IV-2014-LC688529-41898,Western Africa
920,Yes,IN-2015-DL1292558-42167,Southern Asia
921,Yes,EG-2015-NF838538-42060,North Africa
922,Yes,CA-2014-ND18370140-41963,Eastern US
923,Yes,NI-2012-BM114095-41061,Western Africa
924,Yes,CA-2012-CM11815140-41226,Central US
925,Yes,ES-2015-CJ1201064-42323,Southern Europe
926,Yes,IN-2015-MB180857-42172,Oceania
927,Yes,ES-2015-MJ1774045-42168,Western Europe
928,Yes,ES-2015-HJ14875139-42013,Northern Europe
929,Yes,CA-2012-CM11815140-41273,Central US
930,Yes,CA-2014-BT11680140-41751,Eastern US
931,Yes,IN-2012-GM1444027-41128,Eastern Asia
932,Yes,IN-2015-DK12985144-42112,Southeastern Asia
933,Yes,TU-2015-LP7080134-42185,Western Asia
934,Yes,CA-2014-DP13390140-41784,Eastern US
935,Yes,US-2014-AJ1078018-41752,South America
936,Yes,IT-2013-BW11065139-41370,Northern Europe
937,Yes,ES-2015-GG1465048-42245,Western Europe
938,Yes,CA-2012-PB19150140-41254,Southern US
939,Yes,CA-2014-TT21265140-41915,Eastern US
940,Yes,IR-2012-SS1051560-41125,Southern Asia
941,Yes,CA-2012-RA988523-41160,Eastern Canada
942,Yes,US-2015-ME17320140-42322,Central US
943,Yes,US-2012-GH1442598-41140,Central America
944,Yes,ES-2013-EC1405048-41520,Western Europe
945,Yes,US-2015-GZ14470140-42362,Western US
946,Yes,MX-2014-ML1741039-41935,Central America
947,Yes,MX-2012-DP1316582-41234,Central America
948,Yes,MX-2012-BD1163582-41249,Central America
949,Yes,MX-2015-CD1279080-42293,Caribbean
950,Yes,IN-2014-DW1319559-41730,Southeastern Asia
951,Yes,IN-2015-JK1612058-42126,Southern Asia
952,Yes,US-2014-AR104055-41906,South America
953,Yes,NI-2015-JG516095-42353,Western Africa
954,Yes,US-2012-SC20260140-41165,Central US
955,Yes,CA-2012-CM12715140-41177,Eastern US
956,Yes,CA-2015-HM14860140-42221,Western US
957,Yes,IN-2015-DK1337566-42155,Eastern Asia
958,Yes,CA-2013-KC16255140-41473,Eastern US
959,Yes,AL-2012-EM38252-41213,Southern Europe
960,Yes,CA-2013-EH13945140-41465,Western US
961,Yes,ES-2012-MZ1751545-41262,Western Europe
962,Yes,US-2014-LH1675055-41840,Central America
963,Yes,MX-2015-LA1678051-42286,Central America
964,Yes,ID-2014-LB167957-41829,Oceania
965,Yes,CA-2015-LW17215140-42348,Central US
966,Yes,ES-2015-AM10705120-42017,Southern Europe
967,Yes,TU-2014-SD10485134-41771,Western Asia
968,Yes,US-2012-AH1046536-41234,Caribbean
969,Yes,US-2012-DB1327036-41021,Caribbean
970,Yes,CA-2014-LS16945140-41912,Eastern US
971,Yes,MX-2015-QJ1925551-42255,Central America
972,Yes,ES-2015-AS1004564-42028,Southern Europe
973,Yes,SG-2015-AG495111-42164,Western Africa
974,Yes,CA-2012-KC16675140-41255,Southern US
975,Yes,CA-2015-JB16045140-42362,Eastern US
976,Yes,ZA-2015-RC9960146-42257,Eastern Africa
977,Yes,ES-2012-TB21190139-40992,Northern Europe
978,Yes,US-2013-GA1472598-41599,Central America
979,Yes,US-2013-TS2134055-41356,Central America
980,Yes,CA-2015-EH13765140-42027,Central US
981,Yes,TU-2015-SC10050134-42216,Western Asia
982,Yes,CA-2014-CY12745140-41867,Western US
983,Yes,KG-2015-FO430570-42318,Central Asia
984,Yes,GH-2015-KD661549-42183,Western Africa
985,Yes,IT-2015-DK12895124-42312,Northern Europe
986,Yes,CA-2013-DP13165140-41557,Central US
987,Yes,CA-2015-SP20860140-42276,Southern US
988,Yes,IN-2015-RH1949559-42257,Southeastern Asia
989,Yes,CA-2013-BN11470140-41380,Eastern US
990,Yes,NI-2013-EH412595-41541,Western Africa
991,Yes,ID-2013-PB18805130-41421,Southeastern Asia
992,Yes,TU-2015-SV10785134-42340,Western Asia
993,Yes,US-2014-DJ1363018-41963,South America
994,Yes,US-2015-JE15610140-42321,Western US
995,Yes,ID-2014-RH1949559-41984,Southeastern Asia
996,Yes,IN-2014-AJ109457-41793,Oceania
997,Yes,CA-2012-LT16765140-41152,Western US
998,Yes,IN-2012-ST2053058-41058,Southern Asia
999,Yes,CA-2012-PJ19015140-41005,Southern US
1000,Yes,MX-2014-DK1298518-41740,South America
1001,Yes,ID-2014-SC2026092-41894,Oceania
1002,Yes,UP-2013-DL2925137-41299,Eastern Europe
1003,Yes,AE-2014-MY7380138-42004,Western Asia
1004,Yes,ES-2015-LS1723045-42159,Western Europe
1005,Yes,TU-2014-MY8295134-41860,Western Asia
1006,Yes,MX-2014-KN1639082-41907,Central America
1007,Yes,IT-2013-CA12310139-41538,Northern Europe
1008,Yes,CA-2014-LF17185140-41933,Eastern US
1009,Yes,CA-2015-SJ20125140-42105,Eastern US
1010,Yes,US-2013-DR12940140-41635,Central US
1011,Yes,TU-2014-TC11145134-41656,Western Asia
1012,Yes,MX-2012-RE1940539-41195,Central America
1013,Yes,ES-2013-ME1772545-41370,Western Europe
1014,Yes,CA-2013-MS17830140-41478,Eastern US
1015,Yes,IN-2015-DB13405144-42341,Southeastern Asia
1016,Yes,US-2015-SC20050140-42278,Central US
1017,Yes,IN-2014-DM1301527-41919,Eastern Asia
1018,Yes,CA-2014-DL13330140-41941,Eastern US
1019,Yes,MX-2012-AH1012082-41226,Central America
1020,Yes,NG-2015-JC577594-42260,Western Africa
1021,Yes,CA-2014-MG17890140-41703,Western US
1022,Yes,EG-2014-CS186038-41690,North Africa
1023,Yes,US-2012-KT16465140-41168,Southern US
1024,Yes,NI-2013-DB321095-41521,Western Africa
1025,Yes,CA-2013-PS19045140-41438,Eastern US
1026,Yes,TU-2015-AG675134-42099,Western Asia
1027,Yes,US-2015-SH1997555-42052,Central America
1028,Yes,IT-2014-DO1364591-41870,Western Europe
1029,Yes,ES-2013-BF1100591-41501,Western Europe
1030,Yes,US-2012-JA1597055-41237,Central America
1031,Yes,TU-2013-CR2730134-41324,Western Asia
1032,Yes,RO-2015-SA10830107-42012,Eastern Europe
1033,Yes,MX-2015-NF1859539-42209,Central America
1034,Yes,NI-2014-JK562595-41779,Western Africa
1035,Yes,MX-2015-SP2092055-42363,Central America
1036,Yes,MX-2014-EH1418518-41915,South America
1037,Yes,MX-2014-KL1664593-41733,Central America
1038,Yes,NI-2015-BP105095-42249,Western Africa
1039,Yes,CA-2015-ML17410140-42025,Central US
1040,Yes,IN-2015-AH1069027-42181,Eastern Asia
1041,Yes,IN-2015-BE1141027-42249,Eastern Asia
1042,Yes,TU-2015-JD6015134-42327,Western Asia
1043,Yes,IN-2013-AS1028558-41354,Southern Asia
1044,Yes,US-2012-GR1456054-41082,Caribbean
1045,Yes,CA-2014-AB10255140-41936,Western US
1046,Yes,BN-2014-KB631515-41904,Western Africa
1047,Yes,CA-2015-BD11725140-42276,Western US
1048,Yes,KZ-2012-PR888068-41144,Central Asia
1049,Yes,CA-2015-SC20575140-42236,Central US
